WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
13743,20160101,1052,11,FEW040 SCT160 OVC230, ,10.00, , , ,44, ,6.7, ,38, ,3.4, ,30, ,-1.1, , 58, , 9, ,300, , , ,30.10, , , , , ,30.16, ,AA, , , ,30.17, 
13743,20160101,1152,11,FEW040 SCT160 OVC250, ,10.00, , , ,45, ,7.2, ,39, ,3.7, ,30, ,-1.1, , 56, , 8, ,300, , , ,30.06, , , , , ,30.13, ,AA, , , ,30.13, 
13743,20160101,1252,11,SCT040 SCT170 OVC250, ,10.00, , , ,46, ,7.8, ,40, ,4.2, ,31, ,-0.6, , 56, ,13, ,300, , , ,30.04, , , , , ,30.11, ,AA, , , ,30.11, 
13743,20160101,1352,11,SCT043 BKN180 OVC250, ,10.00, , , ,45, ,7.2, ,39, ,3.7, ,30, ,-1.1, , 56, ,11, ,300, , , ,30.02, , , , , ,30.09, ,AA, , , ,30.09, 
13743,20160101,1452,11,SCT043 OVC220, ,10.00, , , ,45, ,7.2, ,39, ,3.7, ,30, ,-1.1, , 56, , 7, ,310, , , ,30.02, , , , , ,30.09, ,AA, , , ,30.09, 
13743,20160101,1552,11,SCT043 OVC220, ,10.00, , , ,44, ,6.7, ,38, ,3.0, ,28, ,-2.2, , 53, , 7, ,300, , , ,30.01, , , , , ,30.08, ,AA, , , ,30.08, 
13743,20160101,1621,11,FEW043 BKN230, ,10.00, , , ,43, ,6.1, ,37, ,2.5, ,27, ,-2.8, , 53, , 8, ,320, , , ,30.02, , , , , ,M, ,SP, , , ,30.09, 
13743,20160101,1652,11,FEW043 BKN230, ,10.00, , , ,43, ,6.1, ,37, ,2.5, ,27, ,-2.8, , 53, , 7, ,340, , , ,30.03, , , , , ,30.09, ,AA, , , ,30.10, 
13743,20160101,1752,11,BKN240, ,10.00, , , ,41, ,5.0, ,35, ,1.6, ,25, ,-3.9, , 53, , 7, ,VR , , , ,30.04, , , , , ,30.10, ,AA, , , ,30.11, 
13743,20160101,1852,11,SCT250, ,10.00, , , ,40, ,4.4, ,34, ,1.1, ,24, ,-4.4, , 53, ,10, ,340, , , ,30.06, , , , , ,30.13, ,AA, , , ,30.13, 
13743,20160101,1952,11,CLR, ,10.00, , , ,39, ,3.9, ,33, ,0.6, ,23, ,-5.0, , 53, , 8, ,330, , , ,30.07, , , , , ,30.14, ,AA, , , ,30.14, 
13743,20160101,2052,11,CLR, ,10.00, , , ,39, ,3.9, ,33, ,0.4, ,22, ,-5.6, , 51, ,13, ,320, , , ,30.08, , , , , ,30.14, ,AA, , , ,30.15, 
13743,20160101,2152,11,CLR, ,10.00, , , ,38, ,3.3, ,32, ,0.1, ,22, ,-5.6, , 53, , 7, ,240, , , ,30.08, , , , , ,30.15, ,AA, , , ,30.15, 
13743,20160101,2252,11,FEW050, ,10.00, , , ,38, ,3.3, ,32, ,0.1, ,22, ,-5.6, , 53, , 5, ,210, , , ,30.08, , , , , ,30.15, ,AA, , , ,30.15, 
13743,20160101,2352,11,FEW050, ,10.00, , , ,37, ,2.8, ,32, ,-0.2, ,22, ,-5.6, , 55, , 6, ,260, , , ,30.07, , , , , ,30.14, ,AA, , , ,30.14, 
13743,20160102,0052,11,FEW050, ,10.00, , , ,36, ,2.2, ,31, ,-0.5, ,22, ,-5.6, , 57, , 7, ,190, , , ,30.08, , , , , ,30.14, ,AA, , , ,30.15, 
13743,20160102,0152,11,CLR, ,10.00, , , ,36, ,2.2, ,31, ,-0.5, ,22, ,-5.6, , 57, , 6, ,220, , , ,30.08, , , , , ,30.15, ,AA, , , ,30.15, 
13743,20160102,0252,11,FEW050 FEW250, ,10.00, , , ,34, ,1.1, ,30, ,-1.0, ,23, ,-5.0, , 64, , 5, ,200, , , ,30.08, , , , , ,30.14, ,AA, , , ,30.15, 
13743,20160102,0352,11,FEW050, ,10.00, , , ,33, ,0.6, ,29, ,-1.4, ,23, ,-5.0, , 67, , 5, ,230, , , ,30.07, , , , , ,30.14, ,AA, , , ,30.14, 
13743,20160102,0452,11,CLR, ,10.00, , , ,33, ,0.6, ,30, ,-1.2, ,24, ,-4.4, , 70, , 6, ,220, , , ,30.07, , , , , ,30.14, ,AA, , , ,30.14, 
13743,20160102,0552,11,CLR, ,10.00, , , ,33, ,0.6, ,29, ,-1.4, ,23, ,-5.0, , 67, , 6, ,240, , , ,30.08, , , , , ,30.14, ,AA, , , ,30.15, 
13743,20160102,0652,11,FEW200, ,10.00, , , ,33, ,0.6, ,29, ,-1.4, ,23, ,-5.0, , 67, , 5, ,230, , , ,30.09, , , , , ,30.15, ,AA, , , ,30.16, 
13743,20160102,0752,11,FEW150, ,10.00, , , ,34, ,1.1, ,30, ,-1.0, ,23, ,-5.0, , 64, , 7, ,250, , , ,30.10, , , , , ,30.17, ,AA, , , ,30.17, 
13743,20160102,0852,11,FEW150, ,10.00, , , ,38, ,3.3, ,33, ,0.4, ,24, ,-4.4, , 57, , 6, ,240, , , ,30.11, , , , , ,30.18, ,AA, , , ,30.18, 
13743,20160102,0952,11,CLR, ,10.00, , , ,40, ,4.4, ,35, ,1.4, ,26, ,-3.3, , 57, , 6, ,170, , , ,30.12, , , , , ,30.19, ,AA, , , ,30.19, 
13743,20160102,1052,11,CLR, ,10.00, , , ,43, ,6.1, ,35, ,1.9, ,23, ,-5.0, , 45, , 8, ,250, , , ,30.11, , , , , ,30.18, ,AA, , , ,30.18, 
13743,20160102,1152,11,CLR, ,10.00, , , ,45, ,7.2, ,37, ,2.6, ,24, ,-4.4, , 44, , 8, ,290, , , ,30.07, , , , , ,30.14, ,AA, , , ,30.14, 
13743,20160102,1252,11,CLR, ,10.00, , , ,46, ,7.8, ,37, ,3.0, ,24, ,-4.4, , 42, ,10, ,240, , , ,30.03, , , , , ,30.09, ,AA, , , ,30.10, 
13743,20160102,1352,11,CLR, ,10.00, , , ,48, ,8.9, ,38, ,3.6, ,24, ,-4.4, , 39, ,10, ,250, ,16, ,30.00, , , , , ,30.07, ,AA, , , ,30.07, 
13743,20160102,1452,11,CLR, ,10.00, , , ,48, ,8.9, ,38, ,3.6, ,24, ,-4.4, , 39, , 9, ,220, , , ,29.98, , , , , ,30.04, ,AA, , , ,30.05, 
13743,20160102,1552,11,CLR, ,10.00, , , ,48, ,8.9, ,39, ,3.7, ,25, ,-3.9, , 41, , 8, ,210, , , ,29.97, , , , , ,30.04, ,AA, , , ,30.04, 
13743,20160102,1652,11,CLR, ,10.00, , , ,46, ,7.8, ,37, ,2.9, ,24, ,-4.4, , 42, , 8, ,220, , , ,29.98, , , , , ,30.04, ,AA, , , ,30.05, 
13743,20160102,1752,11,CLR, ,10.00, , , ,44, ,6.7, ,37, ,2.7, ,26, ,-3.3, , 49, , 8, ,190, , , ,29.98, , , , , ,30.05, ,AA, , , ,30.05, 
13743,20160102,1852,11,CLR, ,10.00, , , ,43, ,6.1, ,36, ,2.4, ,26, ,-3.3, , 51, , 6, ,210, , , ,29.98, , , , , ,30.04, ,AA, , , ,30.05, 
13743,20160102,1952,11,CLR, ,10.00, , , ,43, ,6.1, ,36, ,2.2, ,25, ,-3.9, , 49, , 3, ,230, , , ,29.97, , , , , ,30.03, ,AA, , , ,30.04, 
13743,20160102,2052,11,CLR, ,10.00, , , ,42, ,5.6, ,36, ,2.0, ,26, ,-3.3, , 53, , 5, ,220, , , ,29.96, , , , , ,30.02, ,AA, , , ,30.03, 
13743,20160102,2152,11,CLR, ,10.00, , , ,41, ,5.0, ,36, ,2.1, ,28, ,-2.2, , 60, , 5, ,240, , , ,29.95, , , , , ,30.02, ,AA, , , ,30.02, 
13743,20160102,2252,11,CLR, ,10.00, , , ,40, ,4.4, ,36, ,2.0, ,29, ,-1.7, , 65, , 0, ,000, , , ,29.95, , , , , ,30.02, ,AA, , , ,30.02, 
13743,20160102,2352,11,CLR, ,10.00, , , ,38, ,3.3, ,36, ,1.9, ,32, ,0.0, , 79, , 3, ,190, , , ,29.95, , , , , ,30.01, ,AA, , , ,30.02, 
13743,20160103,0052,11,CLR, ,10.00, , , ,37, ,2.8, ,35, ,1.4, ,31, ,-0.6, , 79, , 5, ,170, , , ,29.92, , , , , ,29.98, ,AA, , , ,29.99, 
13743,20160103,0152,11,CLR, ,10.00, , , ,36, ,2.2, ,33, ,0.7, ,29, ,-1.7, , 76, , 0, ,000, , , ,29.90, , , , , ,29.97, ,AA, , , ,29.97, 
13743,20160103,0252,11,CLR, ,10.00, , , ,34, ,1.1, ,32, ,0.0, ,29, ,-1.7, , 82, , 5, ,220, , , ,29.90, , , , , ,29.97, ,AA, , , ,29.97, 
13743,20160103,0352,11,CLR, ,10.00, , , ,32, ,0.0, ,31, ,-0.8, ,28, ,-2.2, , 85, , 7, ,210, , , ,29.88, , , , , ,29.95, ,AA, , , ,29.95, 
13743,20160103,0452,11,FEW010, ,10.00, , , ,34, ,1.1, ,32, ,0.2, ,30, ,-1.1, , 85, , 3, ,180, , , ,29.86, , , , , ,29.93, ,AA, , , ,29.93, 
13743,20160103,0552,11,CLR, ,10.00, , , ,32, ,0.0, ,30, ,-1.0, ,27, ,-2.8, , 82, , 8, ,200, , , ,29.85, , , , , ,29.92, ,AA, , , ,29.92, 
13743,20160103,0652,11,FEW250, ,10.00, , , ,34, ,1.1, ,32, ,-0.1, ,28, ,-2.2, , 79, , 3, ,250, , , ,29.86, , , , , ,29.92, ,AA, , , ,29.93, 
13743,20160103,0752,11,FEW250, ,10.00, , , ,32, ,0.0, ,30, ,-1.2, ,26, ,-3.3, , 79, , 7, ,220, , , ,29.86, , , , , ,29.93, ,AA, , , ,29.93, 
13743,20160103,0852,11,FEW250, ,10.00, , , ,35, ,1.7, ,33, ,0.5, ,30, ,-1.1, , 82, , 6, ,190, , , ,29.87, , , , , ,29.94, ,AA, , , ,29.94, 
13743,20160103,0952,11,FEW250, ,10.00, , , ,39, ,3.9, ,35, ,1.4, ,28, ,-2.2, , 65, , 7, ,200, , , ,29.87, , , , , ,29.94, ,AA, , , ,29.94, 
13743,20160103,1052,11,SCT250, ,10.00, , , ,42, ,5.6, ,37, ,3.0, ,31, ,-0.6, , 65, , 5, ,140, , , ,29.85, , , , , ,29.92, ,AA, , , ,29.92, 
13743,20160103,1152,11,SCT250, ,10.00, , , ,46, ,7.8, ,40, ,4.2, ,31, ,-0.6, , 56, , 6, ,170, , , ,29.82, , , , , ,29.89, ,AA, , , ,29.89, 
13743,20160103,1252,11,SCT250, ,10.00, , , ,49, ,9.4, ,42, ,5.3, ,32, ,0.0, , 52, ,11, ,170, , , ,29.79, , , , , ,29.86, ,AA, , , ,29.86, 
13743,20160103,1352,11,SCT250, ,10.00, , , ,51, ,10.6, ,41, ,4.8, ,26, ,-3.3, , 38, , 6, ,160, , , ,29.77, , , , , ,29.84, ,AA, , , ,29.84, 
13743,20160103,1452,11,SCT250, ,10.00, , , ,53, ,11.7, ,41, ,4.9, ,23, ,-5.0, , 31, , 3, ,090, , , ,29.77, , , , , ,29.84, ,AA, , , ,29.84, 
13743,20160103,1552,11,SCT250, ,10.00, , , ,52, ,11.1, ,42, ,5.2, ,27, ,-2.8, , 38, , 9, ,010, , , ,29.78, , , , , ,29.85, ,AA, , , ,29.85, 
13743,20160103,1652,11,SCT250, ,10.00, , , ,49, ,9.4, ,39, ,3.8, ,24, ,-4.4, , 38, , 9, ,330, , , ,29.80, , , , , ,29.87, ,AA, , , ,29.87, 
13743,20160103,1752,11,FEW250, ,10.00, , , ,47, ,8.3, ,39, ,3.6, ,26, ,-3.3, , 44, ,20, ,350, , , ,29.85, , , , , ,29.92, ,AA, , , ,29.92, 
13743,20160103,1852,11,FEW250, ,10.00, , , ,41, ,5.0, ,35, ,1.5, ,25, ,-3.9, , 53, ,20, ,350, ,28, ,29.91, , , , , ,29.97, ,AA, , , ,29.98, 
13743,20160103,1952,11,FEW250, ,10.00, , , ,39, ,3.9, ,34, ,0.9, ,25, ,-3.9, , 57, ,15, ,360, , , ,29.92, , , , , ,29.98, ,AA, , , ,29.99, 
13743,20160103,2052,11,FEW250, ,10.00, , , ,38, ,3.3, ,33, ,0.4, ,24, ,-4.4, , 57, , 9, ,350, , , ,29.93, , , , , ,30.00, ,AA, , , ,30.00, 
13743,20160103,2152,11,FEW250, ,10.00, , , ,37, ,2.8, ,32, ,0.1, ,24, ,-4.4, , 59, , 8, ,350, , , ,29.94, , , , , ,30.00, ,AA, , , ,30.01, 
13743,20160103,2252,11,FEW250, ,10.00, , , ,37, ,2.8, ,32, ,0.1, ,24, ,-4.4, , 59, , 8, ,340, , , ,29.93, , , , , ,30.00, ,AA, , , ,30.00, 
13743,20160103,2352,11,FEW130 SCT250, ,10.00, , , ,36, ,2.2, ,32, ,-0.2, ,24, ,-4.4, , 62, , 8, ,340, , , ,29.92, , , , , ,29.99, ,AA, , , ,29.99, 
13743,20160104,0052,11,FEW044 SCT250, ,10.00, , , ,35, ,1.7, ,31, ,-0.5, ,24, ,-4.4, , 64, , 7, ,330, , , ,29.91, , , , , ,29.98, ,AA, , , ,29.98, 
13743,20160104,0152,11,FEW044 SCT250, ,10.00, , , ,35, ,1.7, ,31, ,-0.5, ,24, ,-4.4, , 64, , 5, ,330, , , ,29.90, , , , , ,29.97, ,AA, , , ,29.97, 
13743,20160104,0252,11,FEW045 FEW250, ,10.00, , , ,36, ,2.2, ,31, ,-0.3, ,23, ,-5.0, , 59, , 5, ,340, , , ,29.90, , , , , ,29.97, ,AA, , , ,29.97, 
13743,20160104,0352,11,FEW050 FEW250, ,10.00, , , ,34, ,1.1, ,30, ,-0.8, ,24, ,-4.4, , 67, , 8, ,330, , , ,29.91, , , , , ,29.98, ,AA, , , ,29.98, 
13743,20160104,0452,11,FEW050, ,10.00, , , ,35, ,1.7, ,31, ,-0.5, ,24, ,-4.4, , 64, ,10, ,340, , , ,29.92, , , , , ,29.99, ,AA, , , ,29.99, 
13743,20160104,0552,11,SCT065, ,10.00, , , ,34, ,1.1, ,30, ,-1.2, ,22, ,-5.6, , 62, , 9, ,340, , , ,29.95, , , , , ,30.02, ,AA, , , ,30.02, 
13743,20160104,0652,11,BKN060, ,10.00, , , ,34, ,1.1, ,30, ,-1.2, ,22, ,-5.6, , 62, ,10, ,320, , , ,29.97, , , , , ,30.04, ,AA, , , ,30.04, 
13743,20160104,0752,11,BKN048 BKN060, ,10.00, , , ,35, ,1.7, ,30, ,-1.2, ,20, ,-6.7, , 54, ,16, ,340, ,29, ,29.99, , , , , ,30.06, ,AA, , , ,30.06, 
13743,20160104,0852,11,SCT045 SCT060, ,10.00, , , ,33, ,0.6, ,27, ,-2.9, ,13, ,-10.6, , 44, ,24, ,330, ,31, ,30.03, , , , , ,30.09, ,AA, , , ,30.10, 
13743,20160104,0952,11,SCT045 BKN060, ,10.00, , , ,34, ,1.1, ,28, ,-2.4, ,14, ,-10.0, , 44, ,16, ,320, ,30, ,30.04, , , , , ,30.11, ,AA, , , ,30.11, 
13743,20160104,1052,11,FEW055, ,10.00, , , ,36, ,2.2, ,29, ,-1.6, ,15, ,-9.4, , 42, ,18, ,340, , , ,30.06, , , , , ,30.12, ,AA, , , ,30.13, 
13743,20160104,1152,11,SCT055 SCT090, ,10.00, , , ,37, ,2.8, ,30, ,-1.2, ,15, ,-9.4, , 41, ,21, ,330, ,28, ,30.04, , , , , ,30.11, ,AA, , , ,30.11, 
13743,20160104,1252,11,FEW055 SCT090, ,10.00, , , ,36, ,2.2, ,28, ,-2.2, ,10, ,-12.2, , 34, ,23, ,330, ,31, ,30.04, , , , , ,30.11, ,AA, , , ,30.11, 
13743,20160104,1352,11,FEW055 SCT095, ,10.00, , , ,38, ,3.3, ,29, ,-1.5, ,10, ,-12.2, , 31, ,21, ,340, ,29, ,30.04, , , , , ,30.10, ,AA, , , ,30.11, 
13743,20160104,1452,11,FEW060 SCT110, ,10.00, , , ,37, ,2.8, ,29, ,-1.8, ,10, ,-12.2, , 33, ,23, ,350, ,31, ,30.06, , , , , ,30.12, ,AA, , , ,30.13, 
13743,20160104,1552,11,SCT065 BKN080, ,10.00, , , ,34, ,1.1, ,26, ,-3.1, ,8, ,-13.3, , 34, ,18, ,330, ,32, ,30.10, , , , , ,30.16, ,AA, , , ,30.17, 
13743,20160104,1652,11,BKN070, ,10.00, , , ,32, ,0.0, ,25, ,-3.9, ,7, ,-13.9, , 35, ,24, ,360, ,33, ,30.14, , , , , ,30.20, ,AA, , , ,30.21, 
13743,20160104,1752,11,FEW070, ,10.00, , , ,31, ,-0.6, ,24, ,-4.5, ,5, ,-15.0, , 33, ,17, ,320, ,26, ,30.18, , , , , ,30.24, ,AA, , , ,30.25, 
13743,20160104,1852,11,FEW075, ,10.00, , , ,30, ,-1.1, ,23, ,-4.8, ,5, ,-15.0, , 34, ,21, ,340, ,29, ,30.22, , , , , ,30.28, ,AA, , , ,30.29, 
13743,20160104,1952,11,FEW080, ,10.00, , , ,28, ,-2.2, ,22, ,-5.6, ,5, ,-15.0, , 37, ,24, ,350, ,33, ,30.25, , , , , ,30.32, ,AA, , , ,30.32, 
13743,20160104,2052,11,FEW085, ,10.00, , , ,27, ,-2.8, ,21, ,-5.8, ,6, ,-14.4, , 41, ,21, ,010, , , ,30.28, , , , , ,30.34, ,AA, , , ,30.35, 
13743,20160104,2152,11,FEW090, ,10.00, , , ,26, ,-3.3, ,20, ,-6.4, ,4, ,-15.6, , 39, ,20, ,350, ,34, ,30.32, , , , , ,30.38, ,AA, , , ,30.39, 
13743,20160104,2252,11,CLR, ,10.00, , , ,24, ,-4.4, ,19, ,-7.2, ,4, ,-15.6, , 42, ,18, ,360, ,29, ,30.36, , , , , ,30.42, ,AA, , , ,30.43, 
13743,20160104,2352,11,CLR, ,10.00, , , ,22, ,-5.6, ,17, ,-8.1, ,2, ,-16.7, , 42, ,24, ,010, ,30, ,30.39, , , , , ,30.45, ,AA, , , ,30.46, 
13743,20160105,0052,11,CLR, ,10.00, , , ,20, ,-6.7, ,16, ,-9.0, ,1, ,-17.2, , 43, ,23, ,350, ,30, ,30.41, , , , , ,30.47, ,AA, , , ,30.48, 
13743,20160105,0152,11,CLR, ,10.00, , , ,19, ,-7.2, ,15, ,-9.4, ,1, ,-17.2, , 45, ,21, ,350, ,30, ,30.44, , , , , ,30.50, ,AA, , , ,30.51, 
13743,20160105,0252,11,CLR, ,10.00, , , ,17, ,-8.3, ,13, ,-10.3, ,-0, ,-17.8, , 47, ,18, ,350, , , ,30.46, , , , , ,30.53, ,AA, , , ,30.53, 
13743,20160105,0352,11,CLR, ,10.00, , , ,17, ,-8.3, ,14, ,-10.2, ,1, ,-17.2, , 49, ,22, ,340, ,28, ,30.47, , , , , ,30.53, ,AA, , , ,30.54, 
13743,20160105,0452,11,CLR, ,10.00, , , ,16, ,-8.9, ,13, ,-10.6, ,1, ,-17.2, , 51, ,15, ,350, , , ,30.48, , , , , ,30.55, ,AA, , , ,30.55, 
13743,20160105,0552,11,CLR, ,10.00, , , ,16, ,-8.9, ,13, ,-10.5, ,2, ,-16.7, , 54, ,15, ,340, , , ,30.51, , , , , ,30.57, ,AA, , , ,30.58, 
13743,20160105,0652,11,CLR, ,10.00, , , ,16, ,-8.9, ,13, ,-10.5, ,2, ,-16.7, , 54, ,16, ,340, , , ,30.53, , , , , ,30.59, ,AA, , , ,30.60, 
13743,20160105,0752,11,CLR, ,10.00, , , ,17, ,-8.3, ,14, ,-10.0, ,3, ,-16.1, , 54, ,13, ,340, , , ,30.55, , , , , ,30.62, ,AA, , , ,30.62, 
13743,20160105,0852,11,CLR, ,10.00, , , ,19, ,-7.2, ,15, ,-9.2, ,3, ,-16.1, , 49, ,15, ,360, , , ,30.58, , , , , ,30.64, ,AA, , , ,30.65, 
13743,20160105,0952,11,CLR, ,10.00, , , ,22, ,-5.6, ,17, ,-8.0, ,3, ,-16.1, , 44, ,10, ,360, , , ,30.61, , , , , ,30.67, ,AA, , , ,30.68, 
13743,20160105,1052,11,CLR, ,10.00, , , ,25, ,-3.9, ,20, ,-6.9, ,3, ,-16.1, , 38, ,10, ,340, , , ,30.62, , , , , ,30.68, ,AA, , , ,30.69, 
13743,20160105,1152,11,CLR, ,10.00, , , ,28, ,-2.2, ,22, ,-5.6, ,4, ,-15.6, , 36, , 8, ,330, , , ,30.60, , , , , ,30.67, ,AA, , , ,30.67, 
13743,20160105,1252,11,CLR, ,10.00, , , ,30, ,-1.1, ,23, ,-5.0, ,3, ,-16.1, , 31, , 6, ,350, , , ,30.58, , , , , ,30.65, ,AA, , , ,30.65, 
13743,20160105,1352,11,CLR, ,10.00, , , ,33, ,0.6, ,25, ,-3.8, ,4, ,-15.6, , 29, , 8, ,330, , , ,30.56, , , , , ,30.63, ,AA, , , ,30.63, 
13743,20160105,1452,11,CLR, ,10.00, , , ,33, ,0.6, ,25, ,-3.8, ,4, ,-15.6, , 29, , 7, ,320, , , ,30.55, , , , , ,30.62, ,AA, , , ,30.62, 
13743,20160105,1552,11,CLR, ,10.00, , , ,33, ,0.6, ,25, ,-3.9, ,3, ,-16.1, , 28, , 3, ,VR , , , ,30.57, , , , , ,30.63, ,AA, , , ,30.64, 
13743,20160105,1652,11,CLR, ,10.00, , , ,32, ,0.0, ,24, ,-4.3, ,3, ,-16.1, , 29, , 3, ,310, , , ,30.58, , , , , ,30.64, ,AA, , , ,30.65, 
13743,20160105,1752,11,CLR, ,10.00, , , ,31, ,-0.6, ,24, ,-4.4, ,5, ,-15.0, , 33, , 8, ,310, , , ,30.58, , , , , ,30.65, ,AA, , , ,30.65, 
13743,20160105,1852,11,CLR, ,10.00, , , ,30, ,-1.1, ,23, ,-4.7, ,6, ,-14.4, , 36, , 8, ,310, , , ,30.60, , , , , ,30.66, ,AA, , , ,30.67, 
13743,20160105,1952,11,CLR, ,10.00, , , ,28, ,-2.2, ,22, ,-5.4, ,6, ,-14.4, , 39, , 6, ,340, , , ,30.60, , , , , ,30.67, ,AA, , , ,30.67, 
13743,20160105,2052,11,CLR, ,10.00, , , ,28, ,-2.2, ,22, ,-5.4, ,6, ,-14.4, , 39, , 6, ,340, , , ,30.60, , , , , ,30.66, ,AA, , , ,30.67, 
13743,20160105,2152,11,CLR, ,10.00, , , ,28, ,-2.2, ,22, ,-5.2, ,8, ,-13.3, , 43, , 0, ,000, , , ,30.59, , , , , ,30.66, ,AA, , , ,30.66, 
13743,20160105,2252,11,CLR, ,10.00, , , ,27, ,-2.8, ,22, ,-5.4, ,10, ,-12.2, , 49, , 3, ,240, , , ,30.58, , , , , ,30.65, ,AA, , , ,30.65, 
13743,20160105,2352,11,CLR, ,10.00, , , ,27, ,-2.8, ,23, ,-5.1, ,12, ,-11.1, , 53, , 0, ,000, , , ,30.58, , , , , ,30.64, ,AA, , , ,30.65, 
13743,20160106,0052,11,CLR, ,10.00, , , ,24, ,-4.4, ,21, ,-6.0, ,14, ,-10.0, , 66, , 0, ,000, , , ,30.57, , , , , ,30.63, ,AA, , , ,30.64, 
13743,20160106,0152,11,CLR, ,10.00, , , ,22, ,-5.6, ,19, ,-6.9, ,13, ,-10.6, , 68, , 3, ,240, , , ,30.57, , , , , ,30.63, ,AA, , , ,30.64, 
13743,20160106,0252,11,CLR, ,10.00, , , ,22, ,-5.6, ,19, ,-6.9, ,13, ,-10.6, , 68, , 5, ,240, , , ,30.57, , , , , ,30.63, ,AA, , , ,30.64, 
13743,20160106,0352,11,CLR, ,10.00, , , ,22, ,-5.6, ,20, ,-6.8, ,14, ,-10.0, , 71, , 3, ,220, , , ,30.56, , , , , ,30.63, ,AA, , , ,30.63, 
13743,20160106,0452,11,CLR, ,10.00, , , ,22, ,-5.6, ,19, ,-7.0, ,12, ,-11.1, , 65, , 0, ,000, , , ,30.56, , , , , ,30.62, ,AA, , , ,30.63, 
13743,20160106,0552,11,CLR, ,10.00, , , ,21, ,-6.1, ,19, ,-7.2, ,14, ,-10.0, , 74, , 3, ,250, , , ,30.56, , , , , ,30.63, ,AA, , , ,30.63, 
13743,20160106,0652,11,BKN200, ,10.00, , , ,22, ,-5.6, ,19, ,-6.9, ,13, ,-10.6, , 68, , 3, ,350, , , ,30.55, , , , , ,30.62, ,AA, , , ,30.62, 
