WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
13743,20160201,1452,11,OVC045, , 7.00, ,-RA, ,53, ,11.7, ,48, ,8.9, ,43, ,6.1, , 69, ,16, ,320, , , ,29.85, , , , , ,29.92, ,AA, ,  T, ,29.92, 
13743,20160201,1552,11,BKN046 BKN060 OVC090, ,10.00, ,-RA, ,49, ,9.4, ,47, ,8.0, ,44, ,6.7, , 83, , 8, ,330, , , ,29.86, , , , , ,29.93, ,AA, ,0.10, ,29.93, 
13743,20160201,1646,11,OVC048, ,10.00, , , ,46, ,8.0, ,46, ,7.5, ,45, ,7.0, , 96, , 5, ,360, , , ,29.87, , , , , ,M, ,SP, , , ,29.94, 
13743,20160201,1652,11,OVC048, ,10.00, , , ,47, ,8.3, ,46, ,7.7, ,45, ,7.2, , 93, , 7, ,350, , , ,29.88, , , , , ,29.95, ,AA, ,0.02, ,29.95, 
13743,20160201,1731,11,OVC048, ,10.00, ,-RA, ,46, ,7.8, ,45, ,7.2, ,44, ,6.7, , 93, , 6, ,360, , , ,29.89, , , , , ,M, ,SP, , , ,29.96, 
13743,20160201,1752,11,OVC050, ,10.00, , , ,48, ,8.9, ,46, ,7.8, ,44, ,6.7, , 86, , 6, ,340, , , ,29.91, , , , , ,29.98, ,AA, ,  T, ,29.98, 
13743,20160201,1757,11,BKN050 OVC055, ,10.00, ,-RA, ,49, ,9.4, ,47, ,8.0, ,44, ,6.7, , 83, , 8, ,340, , , ,29.91, , , , , ,M, ,SP, , , ,29.98, 
13743,20160201,1852,11,SCT041 OVC055, ,10.00, , , ,46, ,7.8, ,45, ,7.2, ,44, ,6.7, , 93, , 3, ,350, , , ,29.94, , , , , ,30.01, ,AA, ,  T, ,30.01, 
13743,20160201,1952,11,BKN050 OVC075, ,10.00, , , ,48, ,8.9, ,46, ,7.8, ,44, ,6.7, , 86, , 7, ,350, , , ,29.95, , , , , ,30.02, ,AA, ,  T, ,30.02, 
13743,20160201,2052,11,OVC065, ,10.00, , , ,47, ,8.3, ,45, ,7.2, ,43, ,6.1, , 86, , 7, ,350, , , ,29.98, , , , , ,30.04, ,AA, , , ,30.05, 
13743,20160201,2152,11,BKN055 OVC110, ,10.00, , , ,44, ,6.7, ,43, ,6.1, ,42, ,5.6, , 93, , 6, ,350, , , ,29.99, , , , , ,30.06, ,AA, , , ,30.06, 
13743,20160201,2252,11,BKN060 OVC130, ,10.00, , , ,47, ,8.3, ,44, ,6.7, ,41, ,5.0, , 80, , 9, ,340, , , ,30.01, , , , , ,30.08, ,AA, , , ,30.08, 
13743,20160201,2352,11,BKN065 BKN130, ,10.00, , , ,45, ,7.2, ,43, ,5.9, ,40, ,4.4, , 83, , 9, ,330, , , ,30.02, , , , , ,30.09, ,AA, , , ,30.09, 
13743,20160202,0052,11,FEW065 SCT130, ,10.00, , , ,43, ,6.1, ,41, ,4.8, ,38, ,3.3, , 83, , 6, ,340, , , ,30.04, , , , , ,30.11, ,AA, , , ,30.11, 
13743,20160202,0152,11,FEW065, ,10.00, , , ,38, ,3.3, ,37, ,2.6, ,35, ,1.7, , 89, , 6, ,360, , , ,30.06, , , , , ,30.13, ,AA, , , ,30.13, 
13743,20160202,0252,11,FEW065, ,10.00, , , ,38, ,3.3, ,37, ,2.6, ,35, ,1.7, , 89, , 6, ,360, , , ,30.09, , , , , ,30.16, ,AA, , , ,30.16, 
13743,20160202,0352,11,CLR, ,10.00, , , ,39, ,3.9, ,37, ,2.7, ,34, ,1.1, , 82, , 8, ,360, , , ,30.10, , , , , ,30.17, ,AA, , , ,30.17, 
13743,20160202,0452,11,CLR, ,10.00, , , ,37, ,2.8, ,35, ,1.4, ,31, ,-0.6, , 79, , 6, ,010, , , ,30.14, , , , , ,30.20, ,AA, , , ,30.21, 
13743,20160202,0552,11,CLR, ,10.00, , , ,38, ,3.3, ,35, ,1.7, ,31, ,-0.6, , 76, , 3, ,030, , , ,30.17, , , , , ,30.23, ,AA, , , ,30.24, 
13743,20160202,0652,11,FEW140 FEW210, ,10.00, , , ,37, ,2.8, ,35, ,1.4, ,31, ,-0.6, , 79, , 8, ,350, , , ,30.23, , , , , ,30.29, ,AA, , , ,30.30, 
13743,20160202,0752,11,SCT250, ,10.00, , , ,38, ,3.3, ,35, ,1.7, ,31, ,-0.6, , 76, , 6, ,360, , , ,30.26, , , , , ,30.32, ,AA, , , ,30.33, 
13743,20160202,0852,11,FEW250, ,10.00, , , ,40, ,4.4, ,37, ,2.6, ,32, ,0.0, , 73, , 8, ,050, , , ,30.27, , , , , ,30.33, ,AA, , , ,30.34, 
13743,20160202,0952,11,FEW250, ,10.00, , , ,44, ,6.7, ,39, ,4.0, ,33, ,0.6, , 65, ,10, ,050, , , ,30.28, , , , , ,30.35, ,AA, , , ,30.35, 
13743,20160202,1052,11,FEW250, ,10.00, , , ,45, ,7.2, ,40, ,4.3, ,33, ,0.6, , 63, ,11, ,050, , , ,30.30, , , , , ,30.37, ,AA, , , ,30.37, 
13743,20160202,1152,11,FEW250, ,10.00, , , ,48, ,8.9, ,42, ,5.4, ,34, ,1.1, , 59, , 8, ,060, , , ,30.27, , , , , ,30.34, ,AA, , , ,30.34, 
13743,20160202,1252,11,FEW250, ,10.00, , , ,50, ,10.0, ,42, ,5.6, ,32, ,0.0, , 50, , 5, ,070, , , ,30.26, , , , , ,30.33, ,AA, , , ,30.33, 
13743,20160202,1352,11,FEW060 SCT250, ,10.00, , , ,50, ,10.0, ,41, ,5.0, ,29, ,-1.7, , 44, , 0, ,000, , , ,30.25, , , , , ,30.32, ,AA, , , ,30.32, 
13743,20160202,1452,11,FEW065 BKN250, ,10.00, , , ,51, ,10.6, ,42, ,5.7, ,31, ,-0.6, , 46, , 3, ,090, , , ,30.24, , , , , ,30.30, ,AA, , , ,30.31, 
13743,20160202,1552,11,FEW070 BKN250, ,10.00, , , ,51, ,10.6, ,42, ,5.5, ,30, ,-1.1, , 45, , 0, ,000, , , ,30.23, , , , , ,30.30, ,AA, , , ,30.30, 
13743,20160202,1652,11,FEW075 BKN250, ,10.00, , , ,48, ,8.9, ,40, ,4.6, ,30, ,-1.1, , 50, , 8, ,140, , , ,30.23, , , , , ,30.30, ,AA, , , ,30.30, 
13743,20160202,1752,11,SCT055 BKN250, ,10.00, , , ,46, ,7.8, ,39, ,4.0, ,30, ,-1.1, , 54, , 7, ,120, , , ,30.24, , , , , ,30.31, ,AA, , , ,30.31, 
13743,20160202,1852,11,BKN050 BKN250, ,10.00, , , ,44, ,6.7, ,39, ,3.6, ,31, ,-0.6, , 60, , 8, ,120, , , ,30.25, , , , , ,30.32, ,AA, , , ,30.32, 
13743,20160202,1952,11,OVC048, ,10.00, , , ,45, ,7.2, ,40, ,4.1, ,32, ,0.0, , 60, , 5, ,180, , , ,30.25, , , , , ,30.32, ,AA, , , ,30.32, 
13743,20160202,2052,11,OVC045, ,10.00, , , ,45, ,7.2, ,40, ,4.1, ,32, ,0.0, , 60, , 8, ,150, , , ,30.25, , , , , ,30.31, ,AA, , , ,30.32, 
13743,20160202,2152,11,OVC045, ,10.00, , , ,44, ,6.7, ,39, ,3.8, ,32, ,0.0, , 63, ,10, ,150, , , ,30.23, , , , , ,30.30, ,AA, , , ,30.30, 
13743,20160202,2252,11,OVC050, ,10.00, , , ,44, ,6.7, ,39, ,4.0, ,33, ,0.6, , 65, , 6, ,170, , , ,30.21, , , , , ,30.28, ,AA, , , ,30.28, 
13743,20160202,2352,11,OVC046, ,10.00, , , ,43, ,6.1, ,39, ,3.9, ,34, ,1.1, , 71, , 6, ,180, , , ,30.20, , , , , ,30.27, ,AA, , , ,30.27, 
13743,20160203,0052,11,OVC049, ,10.00, , , ,43, ,6.1, ,40, ,4.2, ,35, ,1.7, , 73, , 7, ,160, , , ,30.18, , , , , ,30.24, ,AA, , , ,30.25, 
13743,20160203,0152,11,OVC050, ,10.00, , , ,43, ,6.1, ,40, ,4.4, ,36, ,2.2, , 76, , 5, ,150, , , ,30.16, , , , , ,30.23, ,AA, , , ,30.23, 
13743,20160203,0252,11,OVC042, ,10.00, , , ,44, ,6.7, ,41, ,4.7, ,36, ,2.2, , 74, , 0, ,000, , , ,30.13, , , , , ,30.20, ,AA, , , ,30.20, 
13743,20160203,0352,11,OVC038, ,10.00, , , ,44, ,6.7, ,41, ,4.9, ,37, ,2.8, , 77, , 0, ,000, , , ,30.12, , , , , ,30.18, ,AA, , , ,30.19, 
13743,20160203,0422,11,BKN027 OVC033, ,10.00, ,-RA, ,43, ,6.1, ,41, ,4.8, ,38, ,3.3, , 83, , 5, ,070, , , ,30.09, , , , , ,M, ,SP, , , ,30.16, 
13743,20160203,0452,11,OVC025, ,10.00, ,-RA, ,42, ,5.6, ,40, ,4.5, ,38, ,3.3, , 86, , 6, ,030, , , ,30.08, , , , , ,30.15, ,AA, ,  T, ,30.15, 
13743,20160203,0552,11,OVC021, ,10.00, ,-RA, ,41, ,5.0, ,40, ,4.2, ,38, ,3.3, , 89, , 5, ,060, , , ,30.05, , , , , ,30.11, ,AA, ,  T, ,30.12, 
13743,20160203,0652,11,OVC015, ,10.00, ,-RA, ,43, ,6.1, ,42, ,5.3, ,40, ,4.4, , 89, , 0, ,000, , , ,30.04, , , , , ,30.11, ,AA, ,  T, ,30.11, 
13743,20160203,0704,11,OVC014, ,10.00, ,-RA, ,43, ,6.1, ,42, ,5.3, ,40, ,4.4, , 89, , 3, ,030, , , ,30.04, , , , , ,M, ,SP, , , ,30.11, 
13743,20160203,0752,11,OVC012, ,10.00, , , ,42, ,5.6, ,41, ,4.8, ,39, ,3.9, , 89, , 5, ,060, , , ,30.01, , , , , ,30.07, ,AA, ,  T, ,30.08, 
13743,20160203,0852,11,OVC010, ,10.00, ,-RA, ,45, ,7.2, ,43, ,6.1, ,41, ,5.0, , 86, , 5, ,240, , , ,30.00, , , , , ,30.06, ,AA, ,  T, ,30.07, 
13743,20160203,0952,11,OVC010, ,10.00, ,-RA, ,43, ,6.1, ,42, ,5.6, ,41, ,5.0, , 93, , 7, ,180, , , ,29.96, , , , , ,30.03, ,SY-MT, , , ,30.03, 
13743,20160203,1002,11,OVC009, ,10.00, ,-RA, ,43, ,6.1, ,42, ,5.6, ,41, ,5.0, , 93, , 7, ,180, , , ,29.96, , , , , ,M, ,SP, , , ,30.03, 
13743,20160203,1052,11,OVC008, ,10.00, , , ,44, ,6.7, ,43, ,6.1, ,42, ,5.6, , 93, , 8, ,170, , , ,29.93, , , , , ,30.00, ,AA, ,  T, ,30.00, 
13743,20160203,1057,11,SCT005 OVC007, ,10.00, , , ,44, ,6.7, ,43, ,6.1, ,42, ,5.6, , 93, , 7, ,190, , , ,29.93, , , , , ,M, ,SP, , , ,30.00, 
13743,20160203,1152,11,SCT004 OVC006, ,10.00, , , ,48, ,8.9, ,47, ,8.0, ,45, ,7.2, , 89, , 5, ,240, , , ,29.89, , , , , ,29.96, ,AA, , , ,29.96, 
13743,20160203,1225,11,OVC006, , 8.00, ,-RA, ,50, ,10.0, ,48, ,9.1, ,47, ,8.3, , 90, , 6, ,290, , , ,29.88, , , , , ,M, ,SP, , , ,29.95, 
13743,20160203,1232,11,OVC006, , 2.50, ,RA BR, ,50, ,10.0, ,49, ,9.4, ,48, ,8.9, , 93, , 8, ,310, , , ,29.88, , , , , ,M, ,SP, , , ,29.95, 
13743,20160203,1237,11,OVC006, , 1.75, ,RA BR, ,50, ,10.0, ,49, ,9.4, ,48, ,8.9, , 93, , 9, ,310, , , ,29.87, , , , , ,M, ,SP, , , ,29.94, 
13743,20160203,1252,11,OVC005, , 1.75, ,+RA BR, ,49, ,9.4, ,48, ,8.8, ,47, ,8.3, , 93, , 8, ,340, , , ,29.87, , , , , ,29.94, ,SY-MT, , , ,29.94, 
13743,20160203,1306,11,OVC006, , 1.50, ,+RA BR, ,49, ,9.4, ,48, ,8.8, ,47, ,8.3, , 93, ,18, ,300, ,25, ,29.91, , , , , ,M, ,SP, , , ,29.98, 
13743,20160203,1311,11,BKN008 BKN012 OVC019, , 2.00, ,RA BR, ,48, ,8.9, ,47, ,8.0, ,45, ,7.2, , 89, , 9, ,280, ,25, ,29.91, , , , , ,M, ,SP, , , ,29.98, 
13743,20160203,1319,11,SCT008 BKN012 OVC026, , 2.50, ,+RA BR, ,48, ,8.9, ,47, ,8.0, ,45, ,7.2, , 89, , 6, ,VR , , , ,29.90, , , , , ,M, ,SP, , , ,29.97, 
13743,20160203,1324,11,FEW006 BKN025 OVC032, , 3.00, ,RA BR, ,48, ,8.9, ,47, ,8.3, ,46, ,7.8, , 93, , 0, ,000, , , ,29.89, , , , , ,M, ,SP, , , ,29.96, 
13743,20160203,1331,11,FEW009 BKN035 OVC043, , 3.00, ,RA BR, ,47, ,8.3, ,46, ,7.7, ,45, ,7.2, , 93, , 8, ,110, , , ,29.87, , , , , ,M, ,SP, , , ,29.94, 
13743,20160203,1333,11,FEW009 BKN033 OVC041, , 2.00, ,+RA BR, ,46, ,7.8, ,45, ,7.2, ,44, ,6.7, , 93, , 8, ,120, , , ,29.87, , , , , ,M, ,SP, , , ,29.94, 
13743,20160203,1337,11,FEW016 BKN034 OVC044, , 1.75, ,+RA BR, ,45, ,7.2, ,45, ,6.9, ,44, ,6.7, , 96, ,10, ,120, , , ,29.86, , , , , ,M, ,SP, , , ,29.93, 
13743,20160203,1344,11,FEW028 BKN049 OVC080, , 2.50, ,RA BR, ,46, ,7.8, ,45, ,7.2, ,44, ,6.7, , 93, ,10, ,140, , , ,29.85, , , , , ,M, ,SP, , , ,29.92, 
13743,20160203,1350,11,FEW037 BKN060 OVC080, , 5.00, ,-RA BR, ,46, ,8.0, ,46, ,7.7, ,46, ,8.0, ,100, , 9, ,180, , , ,29.85, , , , , ,M, ,SP, , , ,29.92, 
13743,20160203,1352,11,FEW035 SCT047 OVC080, , 4.00, ,-RA BR, ,47, ,8.3, ,47, ,8.0, ,46, ,7.8, , 96, , 8, ,180, , , ,29.84, , , , , ,29.91, ,AA, ,0.25, ,29.91, 
13743,20160203,1401,11,FEW055 OVC085, , 8.00, ,-RA, ,48, ,8.9, ,47, ,8.3, ,46, ,7.8, , 93, , 8, ,210, , , ,29.84, , , , , ,M, ,SP, , , ,29.91, 
13743,20160203,1452,11,OVC090, ,10.00, ,-RA, ,48, ,8.9, ,48, ,8.6, ,47, ,8.3, , 96, , 7, ,190, , , ,29.84, , , , , ,29.91, ,AA, ,0.02, ,29.91, 
13743,20160203,1520,11,OVC090, ,10.00, ,-RA, ,46, ,7.8, ,46, ,7.7, ,46, ,7.8, ,100, , 0, ,000, , , ,29.83, , , , , ,M, ,SP, , , ,29.90, 
13743,20160203,1533,11,OVC095, ,10.00, ,-RA, ,50, ,10.0, ,49, ,9.7, ,49, ,9.4, , 96, , 6, ,170, , , ,29.82, , , , , ,M, ,SP, , , ,29.89, 
13743,20160203,1539,11,OVC095, ,10.00, ,-RA, ,50, ,10.0, ,49, ,9.7, ,49, ,9.4, , 96, , 5, ,160, , , ,29.81, , , , , ,M, ,SP, , , ,29.88, 
13743,20160203,1552,11,BKN100 OVC110, , 8.00, ,-RA, ,51, ,10.6, ,50, ,10.2, ,50, ,10.0, , 96, , 3, ,190, , , ,29.81, , , , , ,29.88, ,AA, ,0.03, ,29.88, 
13743,20160203,1603,11,OVC100, ,10.00, ,-RA, ,54, ,12.2, ,53, ,11.9, ,53, ,11.7, , 96, , 5, ,200, , , ,29.81, , , , , ,M, ,SP, , , ,29.88, 
13743,20160203,1623,11,OVC100, , 8.00, ,-RA, ,52, ,11.1, ,52, ,11.1, ,52, ,11.1, ,100, , 3, ,180, , , ,29.80, , , , , ,M, ,SP, , , ,29.87, 
13743,20160203,1652,11,FEW010 OVC100, , 8.00, ,-RA, ,52, ,11.1, ,52, ,11.1, ,52, ,11.1, ,100, , 7, ,180, , , ,29.80, , , , , ,29.87, ,AA, ,0.02, ,29.87, 
13743,20160203,1748,11,FEW010 BKN100 OVC120, ,10.00, ,-RA, ,55, ,13.0, ,54, ,12.4, ,54, ,12.0, , 96, ,11, ,160, ,29, ,29.75, , , , , ,M, ,SP, , , ,29.82, 
13743,20160203,1752,11,FEW010 BKN100 OVC120, ,10.00, , , ,55, ,12.8, ,54, ,12.4, ,54, ,12.2, , 96, , 9, ,180, ,29, ,29.71, , , , , ,29.78, ,AA, ,0.03, ,29.78, 
13743,20160203,1814,11,FEW012 SCT070 BKN110, ,10.00, , , ,56, ,13.3, ,55, ,13.0, ,55, ,12.8, , 96, ,11, ,280, , , ,29.78, , , , , ,M, ,SP, , , ,29.85, 
13743,20160203,1852,11,SCT015 SCT070 SCT095, ,10.00, , , ,56, ,13.3, ,55, ,12.7, ,54, ,12.2, , 93, ,13, ,200, , , ,29.81, , , , , ,29.88, ,AA, , , ,29.88, 
13743,20160203,1952,11,SCT014 SCT070 BKN150, ,10.00, , , ,56, ,13.3, ,55, ,12.7, ,54, ,12.2, , 93, ,13, ,200, , , ,29.83, , , , , ,29.90, ,AA, , , ,29.90, 
13743,20160203,1955,11,BKN012 BKN150, ,10.00, , , ,56, ,13.3, ,55, ,12.7, ,54, ,12.2, , 93, ,11, ,190, , , ,29.83, , , , , ,M, ,SP, , , ,29.90, 
13743,20160203,2027,11,BKN007 OVC010, ,10.00, , , ,55, ,12.8, ,54, ,12.4, ,54, ,12.2, , 96, ,11, ,200, , , ,29.84, , , , , ,M, ,SP, , , ,29.91, 
13743,20160203,2052,11,OVC006, ,10.00, , , ,56, ,13.3, ,55, ,13.0, ,55, ,12.8, , 96, ,10, ,180, , , ,29.84, , , , , ,29.91, ,AA, , , ,29.91, 
13743,20160203,2116,11,OVC006, , 1.25, ,BR, ,53, ,11.7, ,52, ,11.3, ,52, ,11.1, , 96, ,13, ,180, , , ,29.83, , , , , ,M, ,SP, , , ,29.90, 
13743,20160203,2137,11,OVC004, , 3.00, ,BR, ,56, ,13.3, ,55, ,13.0, ,55, ,12.8, , 96, ,13, ,190, , , ,29.84, , , , , ,M, ,SP, , , ,29.91, 
13743,20160203,2152,11,OVC004, , 2.50, ,BR, ,56, ,13.3, ,55, ,13.0, ,55, ,12.8, , 96, ,13, ,190, , , ,29.83, , , , , ,29.90, ,AA, , , ,29.90, 
13743,20160203,2154,11,OVC004, , 1.50, ,BR, ,56, ,13.3, ,55, ,13.0, ,55, ,12.8, , 96, ,13, ,190, , , ,29.83, , , , , ,M, ,SP, , , ,29.90, 
13743,20160203,2157,11,OVC003, , 1.00, ,BR, ,56, ,13.3, ,55, ,13.0, ,55, ,12.8, , 96, ,10, ,190, , , ,29.83, , , , , ,M, ,SP, , , ,29.90, 
13743,20160203,2202,11,OVC003, , 1.00, ,BR, ,54, ,12.2, ,54, ,12.2, ,54, ,12.2, ,100, ,13, ,180, , , ,29.83, , , , , ,M, ,SP, , , ,29.90, 
13743,20160203,2209,11,VV002, , 0.50, ,FG, ,54, ,12.2, ,54, ,12.2, ,54, ,12.2, ,100, ,14, ,180, , , ,29.83, , , , , ,M, ,SP, , , ,29.90, 
13743,20160203,2217,11,VV002, , 0.25, ,FG, ,53, ,11.7, ,52, ,11.3, ,52, ,11.1, , 96, ,11, ,180, , , ,29.83, , , , , ,M, ,SP, , , ,29.90, 
13743,20160203,2252,11,VV002, , 0.25, ,FG, ,53, ,11.7, ,53, ,11.6, ,53, ,11.7, ,100, ,10, ,190, , , ,29.83, , , , , ,29.90, ,AA, , , ,29.90, 
13743,20160203,2339,11,VV003, , 0.25, ,FG, ,54, ,12.2, ,54, ,12.2, ,54, ,12.2, ,100, ,14, ,180, , , ,29.82, , , , , ,M, ,SP, , , ,29.89, 
13743,20160203,2341,11,VV003, , 0.50, ,FG, ,55, ,12.8, ,54, ,12.4, ,54, ,12.2, , 96, ,14, ,180, , , ,29.82, , , , , ,M, ,SP, , , ,29.89, 
13743,20160203,2350,11,OVC004, , 1.50, ,-DZ BR, ,55, ,13.0, ,54, ,12.4, ,54, ,12.0, , 96, ,13, ,190, , , ,29.82, , , , , ,M, ,SP, , , ,29.89, 
13743,20160203,2352,11,OVC004, , 1.50, ,-DZ BR, ,55, ,12.8, ,54, ,12.4, ,54, ,12.2, , 96, ,14, ,180, , , ,29.82, , , , , ,29.89, ,AA, ,  T, ,29.89, 
13743,20160204,0035,11,OVC003, , 2.00, ,BR, ,57, ,13.9, ,56, ,13.5, ,56, ,13.3, , 96, ,13, ,190, , , ,29.81, , , , , ,M, ,SP, , , ,29.88, 
13743,20160204,0050,11,OVC004, , 3.00, ,BR, ,57, ,14.0, ,57, ,13.8, ,57, ,14.0, ,100, ,10, ,190, , , ,29.81, , , , , ,M, ,SP, , , ,29.88, 
13743,20160204,0052,11,OVC004, , 3.00, ,BR, ,57, ,13.9, ,57, ,13.8, ,57, ,13.9, ,100, , 9, ,190, , , ,29.81, , , , , ,29.88, ,AA, ,  T, ,29.88, 
13743,20160204,0057,11,OVC005, , 3.00, ,-DZ BR, ,57, ,13.9, ,57, ,13.8, ,57, ,13.9, ,100, , 9, ,200, , , ,29.81, , , , , ,M, ,SP, , , ,29.88, 
13743,20160204,0127,11,OVC006, , 2.00, ,-DZ BR, ,56, ,13.3, ,55, ,13.0, ,55, ,12.8, , 96, , 8, ,190, , , ,29.80, , , , , ,M, ,SP, , , ,29.87, 
13743,20160204,0137,11,OVC006, , 1.75, ,-DZ BR, ,58, ,14.4, ,57, ,14.1, ,57, ,13.9, , 97, , 8, ,200, , , ,29.81, , , , , ,M, ,SP, , , ,29.88, 
13743,20160204,0147,11,OVC005, , 1.25, ,-DZ BR, ,57, ,14.0, ,56, ,13.2, ,55, ,13.0, , 93, , 7, ,190, , , ,29.80, , , , , ,M, ,SP, , , ,29.87, 
13743,20160204,0152,11,OVC005, , 1.25, ,-DZ BR, ,56, ,13.3, ,56, ,13.3, ,56, ,13.3, ,100, , 7, ,190, , , ,29.80, , , , , ,29.87, ,AA, ,0.01, ,29.87, 
13743,20160204,0228,11,OVC005, , 0.50, ,-DZ FG, ,56, ,13.3, ,56, ,13.3, ,56, ,13.3, ,100, , 9, ,180, , , ,29.81, , , , , ,M, ,SP, , , ,29.88, 
13743,20160204,0240,11,VV005, , 0.50, ,-DZ FG, ,55, ,12.8, ,54, ,12.4, ,54, ,12.2, , 96, ,13, ,170, , , ,29.81, , , , , ,M, ,SP, , , ,29.88, 
13743,20160204,0252,11,VV005, , 0.25, ,-DZ FG, ,54, ,12.2, ,54, ,12.2, ,54, ,12.2, ,100, ,10, ,190, , , ,29.81, , , , , ,29.88, ,AA, ,0.01, ,29.88, 
13743,20160204,0304,11,VV004, , 0.75, ,-DZ BR, ,54, ,12.2, ,54, ,12.2, ,54, ,12.2, ,100, , 6, ,210, , , ,29.82, , , , , ,M, ,SP, , , ,29.89, 
13743,20160204,0308,11,OVC004, , 2.00, ,-DZ BR, ,55, ,12.8, ,55, ,12.7, ,55, ,12.8, ,100, , 6, ,200, , , ,29.82, , , , , ,M, ,SP, , , ,29.89, 
13743,20160204,0347,11,OVC004, , 1.50, ,-DZ BR, ,55, ,13.0, ,55, ,12.7, ,55, ,13.0, ,100, , 6, ,190, , , ,29.82, , , , , ,M, ,SP, , , ,29.89, 
